101	776.78	0.00
102	1442.57	0.00
103	2108.38	0.00
104	2774.19	0.00
105	3440.00	0.00
106	3968.01	0.00
107	443.86	-576.60
108	1109.68	-576.60
109	1775.48	-576.60
110	2441.30	-576.60
111	3107.08	-576.60
112	3772.89	-576.60
113	0.00	-1153.21
114	776.78	-1153.21
115	1442.57	-1153.21
116	2108.38	-1153.21
117	2774.19	-1153.21
118	3440.00	-1153.21
119	3900.50	-997.69
120	443.86	-1729.82
121	1109.68	-1729.82
122	1775.48	-1729.82
123	2441.27	-1729.82
124	3107.08	-1729.82
125	3724.45	-1517.95
126	0.00	-2306.42
127	776.78	-2306.42
128	1442.57	-2306.42
129	2108.38	-2306.42
130	2774.19	-2306.42
131	3387.95	-2167.41
132	443.86	-2883.03
133	1109.68	-2883.03
134	1775.48	-2883.03
135	2441.27	-2883.03
136	2939.36	-2745.18
137	221.95	-3459.63
138	887.73	-3459.63
139	1553.54	-3267.43
140	2089.73	-3436.39
141	365.73	-4005.25
142	1085.09	-3872.76
143	1604.01	-3692.78
207	-443.86	-576.60
208	-1109.68	-576.60
209	-1775.49	-576.60
210	-2441.30	-576.60
211	-3107.08	-576.60
212	-3772.89	-576.60
214	-776.78	-1153.21
215	-1442.57	-1153.21
216	-2108.38	-1153.21
217	-2774.19	-1153.21
218	-3440.00	-1153.21
219	-3900.50	-997.69
220	-443.86	-1729.82
221	-1109.68	-1729.82
222	-1775.49	-1729.82
223	-2441.27	-1729.82
224	-3107.08	-1729.82
225	-3724.45	-1517.95
227	-776.78	-2306.42
228	-1442.57	-2306.42
229	-2108.38	-2306.42
230	-2774.19	-2306.42
231	-3387.95	-2167.41
232	-443.86	-2883.03
233	-1109.68	-2883.03
234	-1775.49	-2883.03
235	-2441.27	-2883.03
236	-2939.36	-2745.18
237	-221.95	-3459.63
238	-887.73	-3459.63
239	-1553.54	-3267.43
240	-2089.73	-3436.39
241	-365.73	-4005.25
242	-1085.09	-3872.76
243	-1604.01	-3692.78
301	-776.78	0.00
302	-1442.57	0.00
303	-2108.38	0.00
304	-2774.19	0.00
305	-3440.00	0.00
306	-3968.01	0.00
307	-443.86	576.61
308	-1109.68	576.61
309	-1775.49	576.61
310	-2441.30	576.61
311	-3107.08	576.61
312	-3772.89	576.61
313	0.00	1153.21
314	-776.78	1153.21
315	-1442.57	1153.21
316	-2108.38	1153.21
317	-2774.19	1153.21
318	-3440.00	1153.21
319	-3900.50	997.69
320	-443.86	1729.82
321	-1109.68	1729.82
322	-1775.49	1729.82
323	-2441.27	1729.82
324	-3107.08	1729.82
325	-3724.45	1517.95
326	0.00	2306.42
327	-776.78	2306.42
328	-1442.57	2306.42
329	-2108.38	2306.42
330	-2774.19	2306.42
331	-3387.95	2167.41
332	-443.86	2883.03
333	-1109.68	2883.03
334	-1775.49	2883.03
335	-2441.27	2883.03
336	-2939.36	2745.18
337	-221.95	3459.63
338	-887.73	3459.63
339	-1553.54	3267.43
340	-2089.73	3436.39
341	-365.73	4005.25
342	-1085.09	3872.76
343	-1604.01	3692.78
407	443.86	576.61
408	1109.68	576.61
409	1775.48	576.61
410	2441.30	576.61
411	3107.08	576.61
412	3772.89	576.61
414	776.78	1153.21
415	1442.57	1153.21
416	2108.38	1153.21
417	2774.19	1153.21
418	3440.00	1153.21
419	3900.50	997.69
420	443.86	1729.82
421	1109.68	1729.82
422	1775.48	1729.82
423	2441.27	1729.82
424	3107.08	1729.82
425	3724.45	1517.95
427	776.78	2306.42
428	1442.57	2306.42
429	2108.38	2306.42
430	2774.19	2306.42
431	3387.95	2167.41
432	443.86	2883.03
433	1109.68	2883.03
434	1775.48	2883.03
435	2441.27	2883.03
436	2939.36	2745.18
437	221.95	3459.63
438	887.73	3459.63
439	1553.54	3267.43
440	2089.73	3436.39
441	365.73	4005.25
442	1085.09	3872.76
443	1604.01	3692.78
